provider_id,prompt_id,test,prompt,result,error,duration_ms,passed,expected,timestamp,solver
claude-haiku-4-5,prompt-1,test-3,"[ChatMessageUser(id='WWXkevJK8o5jCdLBvRQXPz', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header (Original Romanian):
**AGENȚIA DE STAT RELAȚII FUNCIARARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU**

**English Translation:**
STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes (Original Romanian):
**Conform Deciziei nr.100 din 04.06.1993 on este permis construcție de locuri lui. Teren neocupat este conform Instr. (22.26 - teren - 6.5m.p, n°26 - veranda - 18.6m.0, n°26 - duiol - 15.1m.p.)**

**English Translation:**
According to Decision No. 100 from 04.06.1993, construction of premises is permitted on this land. Unoccupied land is in accordance with Instructions. (22.26 - land - 6.5 m², No. 26 - veranda - 18.6 m², No. 26 - toilet - 15.1 m²)

---

## Bottom Section (Original Romanian):
**Planul construcției pe**
**Numărul de înregistrare**

**English Translation:**
Construction plan for
Registration number

---

The document is an official cadastral (land registry) plan from Moldova's State Agency for Land Relations and Cadastre, dated 2004.",,6371.0,True,Chișinău,2025-12-02T11:04:08-06:00,
claude-haiku-4-5,prompt-1,test-4,"[ChatMessageUser(id='WWXkevJK8o5jCdLBvRQXPz', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header (Original Romanian):
**AGENȚIA DE STAT RELAȚII FUNCIARARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU**

**English Translation:**
STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes (Original Romanian):
**Conform Deciziei nr.100 din 04.06.1993 on este permis construcție de locuri lui. Teren neocupat este conform Instr. (22.26 - teren - 6.5m.p, n°26 - veranda - 18.6m.0, n°26 - duiol - 15.1m.p.)**

**English Translation:**
According to Decision No. 100 from 04.06.1993, construction of premises is permitted on this land. Unoccupied land is in accordance with Instructions. (22.26 - land - 6.5 m², No. 26 - veranda - 18.6 m², No. 26 - toilet - 15.1 m²)

---

## Bottom Section (Original Romanian):
**Planul construcției pe**
**Numărul de înregistrare**

**English Translation:**
Construction plan for
Registration number

---

The document is an official cadastral (land registry) plan from Moldova's State Agency for Land Relations and Cadastre, dated 2004.",,6536.0,False,Pentru Primărie,2025-12-02T11:04:08-06:00,
claude-opus-4-5,prompt-1,test-1,"[ChatMessageUser(id='VtbNDEFKhzVtYXfnm5f7Ea', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Document Translation (Romanian to English)

## Header
**Original:** AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes

**Original:** Subsol / H-2.20

**English:** Basement / H-2.20 (height 2.20m)

---

**Original:** sufragerie / verandă

**English:** dining room / veranda

---

**Original:** bucătărie

**English:** kitchen

---

**Original:** Locativă

**English:** Residential

---

## Main Handwritten Text (Right Side)

**Original:** 
Pentru Primărie
Conform Deciziei nr.100 din 01.06.1989 este permis construcție balconului.
În realitate este construit Anexa A:
(nr.26ᵃ sufragerie - 6.5 m.p.
nr.26ᵇ - terandă - 13.6 m.p.
nr.26ᶜ - subsol - 15.1 m.p.)

**English:**
For the City Hall
According to Decision No. 100 from 01.06.1989, the construction of the balcony is permitted.
In reality, Annex A was built:
(No. 26ᵃ dining room - 6.5 sq.m.
No. 26ᵇ - veranda - 13.6 sq.m.
No. 26ᶜ - basement - 15.1 sq.m.)

---

## Bottom Table

**Original:** Planul construcției pe / Numărul de inventariere

**English:** Construction plan for / Inventory number

**Date:** 10.06.2004",,13269.0,True,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:04:32-06:00,
claude-opus-4-5,prompt-1,test-2,"[ChatMessageUser(id='VtbNDEFKhzVtYXfnm5f7Ea', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Document Translation (Romanian to English)

## Header
**Original:** AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes

**Original:** Subsol / H-2.20

**English:** Basement / H-2.20 (height 2.20m)

---

**Original:** sufragerie / verandă

**English:** dining room / veranda

---

**Original:** bucătărie

**English:** kitchen

---

**Original:** Locativă

**English:** Residential

---

## Main Handwritten Text (Right Side)

**Original:** 
Pentru Primărie
Conform Deciziei nr.100 din 01.06.1989 este permis construcție balconului.
În realitate este construit anexa A:
(nr.26ᵃ sufragerie - 6.5 m.p.
nr.26ᵇ - terandă - 13.6 m.p.
nr.26ᶜ - subsol - 15.1 m.p.)

**English:**
For the City Hall
According to Decision No. 100 from 01.06.1989, the construction of the balcony is permitted.
In reality, annex A was built:
(No. 26a dining room - 6.5 sq.m.
No. 26b - veranda - 13.6 sq.m.
No. 26c - basement - 15.1 sq.m.)

---

## Bottom Table

**Original:** Planul construcției pe / Numărul de inventariere

**English:** Construction plan for / Inventory number

**Date:** 10.06.2004",,11481.0,True,Locativă,2025-12-02T11:04:32-06:00,
claude-opus-4-5,prompt-1,test-3,"[ChatMessageUser(id='VtbNDEFKhzVtYXfnm5f7Ea', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Document Translation (Romanian to English)

## Header
**Original:** AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes

**Original:** Subsol / H-2.20

**English:** Basement / H-2.20 (height 2.20m)

---

**Original:** sufragerie / verandă

**English:** dining room / veranda

---

**Original:** bucătărie

**English:** kitchen

---

**Original:** Locativă

**English:** Residential

---

## Main Handwritten Text (Right Side)

**Original:** 
Pentru Primărie
Conform Deciziei nr.100 din 01.06.1989 este permis construcție balconului.
În realitate este construit anexa A:
(nr.26ᵃ sufragerie - 6.5 m.p.
nr.26ᵇ - terandă - 13.6 m.p.
nr.26ᶜ - subsol - 15.1 m.p.)

**English:**
For the City Hall
According to Decision No. 100 from 01.06.1989, the construction of the balcony is permitted.
In reality, annex A was built:
(No. 26a dining room - 6.5 sq.m.
No. 26b - veranda - 13.6 sq.m.
No. 26c - basement - 15.1 sq.m.)

---

## Bottom Table

**Original:** Planul construcției pe / Numărul de inventariere

**English:** Construction plan for / Inventory number

**Date:** 10.06.2004",,11203.0,True,Chișinău,2025-12-02T11:04:32-06:00,
claude-opus-4-5,prompt-1,test-4,"[ChatMessageUser(id='VtbNDEFKhzVtYXfnm5f7Ea', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Document Translation (Romanian to English)

## Header
**Original:** AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU

---

## Handwritten Notes

**Original:** Subsol / H-2.20

**English:** Basement / H-2.20 (height 2.20m)

---

**Original:** sufragerie / verandă

**English:** dining room / veranda

---

**Original:** bucătărie

**English:** kitchen

---

**Original:** Locativă

**English:** Residential

---

## Main Handwritten Text (Right Side)

**Original:** 
Pentru Primărie
Conform Deciziei nr.100 din 01.06.1989 este permis construcție balconului.
În realitate este construit anexa A:
(nr.26ᵃ sufragerie - 6.5 m.p.
nr.26ᵇ - terandă - 13.6 m.p.
nr.26ᶜ - subsol - 15.1 m.p.)

**English:**
For the City Hall
According to Decision No. 100 from 01.06.1989, the construction of the balcony is permitted.
In reality, annex A was built:
(No. 26a dining room - 6.5 sq.m.
No. 26b - veranda - 13.6 sq.m.
No. 26c - basement - 15.1 sq.m.)

---

## Bottom Table

**Original:** Planul construcției pe / Numărul de inventariere

**English:** Construction plan for / Inventory number

**Date:** 10.06.2004",,11809.0,True,Pentru Primărie,2025-12-02T11:04:32-06:00,
claude-sonnet-4-5,prompt-1,test-1,"[ChatMessageUser(id='aQ3QkfDpuAhHfBB5fHieU2', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header:
**Original (Romanian):** AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHISINAU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHISINAU

## Handwritten Notes on Plan:

**Original:** Pentru Primarie

**English:** For City Hall

**Original:** Conform Deciziei nr.100 din 01.06.1988 an, este permis construcției de locuințe lui.

**English:** According to Decision no.100 from 01.06.1988, construction of housing is permitted for him.

**Original:** În vecinătate este o construcție de 2 etaje
- n°2 de° suprafață - 63m.p
- n°2 de° retezată - 13.6m.p
- n°2 de° - Subsol - 15.1m.p

**English:** In the vicinity there is a 2-story building
- no.2 of° surface area - 63m.p
- no.2 of° cut - 13.6m.p
- no.2 of° - Basement - 15.1m.p

## Room Labels on Floor Plan:
- **baie** = bathroom
- **bucătărie** = kitchen
- **veranda** = veranda
- **locuire** = living space/dwelling

## Bottom Table:
**Original:** 
- Planul construcției pe
- Numărul de înregistrare
- Strada/Cartierul/Satul

**English:**
- Construction plan on
- Registration number
- Street/District/Village

The document shows a floor plan with various room dimensions marked in meters.",,14185.0,True,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:04:53-06:00,
claude-sonnet-4-5,prompt-1,test-2,"[ChatMessageUser(id='aQ3QkfDpuAhHfBB5fHieU2', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header:
**Original (Romanian):** AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHISINAU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHISINAU

## Handwritten Notes on Plan:

**Original:** Pentru Primarie

**English:** For City Hall

**Original:** Conform Deciziei nr.100 din 01.06.1988 an, este permis construcției de locuințe lui.

**English:** According to Decision no.100 from 01.06.1988, construction of housing is permitted for him.

**Original:** În vecinătate este o construcție de 2 etaje
- n°2 de° suprafață - 63m.p
- n°2 de° retezată - 13.6m.p
- n°2 de° - Subsol - 15.1m.p.

**English:** In the vicinity there is a 2-story building
- no.2 of° surface area - 63m.p
- no.2 of° cut off - 13.6m.p
- no.2 of° - Basement - 15.1m.p.

## Room Labels on Floor Plan:
- **baie** = bathroom
- **bucătărie** = kitchen
- **veranda** = veranda
- **locuire** = living space/dwelling

## Bottom Table:
**Original:** Planul construcției pe

**English:** Construction plan on

**Original:** Numărul de înregistrare

**English:** Registration number

The document shows a floor plan with various room dimensions and measurements marked throughout.",,13131.0,False,Locativă,2025-12-02T11:04:53-06:00,
claude-sonnet-4-5,prompt-1,test-3,"[ChatMessageUser(id='aQ3QkfDpuAhHfBB5fHieU2', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header:
**Original (Romanian):** AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHISINAU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHISINAU

## Handwritten Notes on Plan:

**Original:** Pentru Primarie

**English:** For City Hall

**Original:** Conform Deciziei nr.100 din 01.06.1988 an, este permis construcției de locuințe lui.

**English:** According to Decision no.100 from 01.06.1988, construction of housing is permitted for him.

**Original:** În vecinătate este o construcție de 2 etaje
- n°2 de° suprafață - 63m.p
- n°2 de° retezată - 13.6m.p
- n°2 de° - Subsol - 15.1m.p

**English:** In the vicinity there is a 2-story building
- no.2 of° surface area - 63m.p
- no.2 of° cut - 13.6m.p
- no.2 of° - Basement - 15.1m.p

## Room Labels on Floor Plan:
- **baie** = bathroom
- **bucătărie** = kitchen
- **veranda** = veranda
- **locuire** = living space/dwelling

## Bottom Table:
**Original:** 
- Planul construcției pe
- Numărul de înregistrare
- Strada/Cartierul/Satul

**English:**
- Construction plan on
- Registration number
- Street/District/Village

The document shows a floor plan with various room dimensions marked in meters.",,14367.0,False,Chișinău,2025-12-02T11:04:53-06:00,
claude-sonnet-4-5,prompt-1,test-4,"[ChatMessageUser(id='aQ3QkfDpuAhHfBB5fHieU2', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","# Translation of Cadastral Document

## Header:
**Original (Romanian):** AGENTIA DE STAT RELATII FUNCIARE SI CADASTRU A REPUBLICII MOLDOVA
OFICIUL CADASTRAL TERITORIAL CHISINAU

**English:** STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA
TERRITORIAL CADASTRAL OFFICE CHISINAU

## Handwritten Notes on Plan:

**Original:** Pentru Primarie

**English:** For City Hall

**Original:** Conform Deciziei nr.100 din 01.06.1988 an, este permis construcției de locuințe lui.

**English:** According to Decision no.100 from 01.06.1988, construction of housing is permitted for him.

**Original:** În vecinătate este o construcție de 2 etaje
- n°2 de° suprafață - 63m.p
- n°2 de° retezată - 13.6m.p
- n°2 de° - Subsol - 15.1m.p

**English:** In the vicinity there is a 2-story building
- no.2 of° surface area - 63m.p
- no.2 of° cut - 13.6m.p
- no.2 of° - Basement - 15.1m.p

## Room Labels on Floor Plan:
- **baie** = bathroom
- **bucătărie** = kitchen
- **veranda** = veranda
- **locuire** = living space/dwelling

## Bottom Table:
**Original:** 
- Planul construcției pe
- Numărul de înregistrare
- Strada/Cartierul/Satul

**English:**
- Construction plan on
- Registration number
- Street/District/Village

The document shows a floor plan with various room dimensions marked in meters.",,13867.0,False,Pentru Primărie,2025-12-02T11:04:53-06:00,
qwen3-vl-8b-thinking,prompt-1,test-1,"[ChatMessageUser(id='5UXYdGsZ88864BhQAwmxk8', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original Romanian  
AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU  

[Plan labels]  
Suprafața  
Verandă  
Locație  
Bucătărie  
Pentru Primarie  

[Handwritten note]  
Conform Deciziei nr 100 din 01.06.1989 a fost permis construcția balconului lui. În realitate este construită în 2000 nr 226 - suprafața - 6.5 m² nr 28 - verandă - 13.6 m² nr 38 - bucatărie - 15.1 m²  

[Bottom fields]  
Intreprinderea de Stat ORGANUL CADASTRAL TERITORIAL CHISINĂU  
Planul construcției pe  
Numărul de inventarier  
Sectorul cartierul lotul  
B0 854 97  
10 06 2004  
Agachi  


### English Translation  
State Agency for Functional Relations and Cadastre of the Republic of Moldova  
Territorial Cadastre Office Chisinau  

[Plan labels]  
Surface  
Veranda  
Room  
Kitchen  
For the Mayor  

[Handwritten note]  
According to Decision No. 100 dated June 1, 1989, the construction of the balcony was permitted. In reality, it was built in 2000: No. 226 - surface - 6.5 m², No. 28 - veranda - 13.6 m², No. 38 - kitchen - 15.1 m²  

[Bottom fields]  
State Enterprise TERRITORIAL CADASTRAL OFFICE CHISINAU  
Construction Plan for  
Inventory Number  
Sector District Lot  
B0 854 97  
10 06 2004  
Agachi",,52606.0,False,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:06:26-06:00,
qwen3-vl-8b-thinking,prompt-1,test-2,"[ChatMessageUser(id='5UXYdGsZ88864BhQAwmxk8', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","**Original Language (Romanian):**  
AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU  

Conform Deciziei nr 100  
din 01.06.1989, este permis construirea  
balconului lui.  
In realitate este construită la:  
(226° supraferie - 6.5m.²  
826° terasă - 13.6m.²  
828° - pereții - 15.1m.²)  

Bucatarie  
Sefagerei  
Vestibul  
Locative  
Locative  
Locative  

Numărul de inventarier  
Setorul cartierul lotul  
Po 854 97  
10 06 2001  
Signat  
Agachi  

**English Translation:**  
STATE AGENCY FOR FUNCTIONAL RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
TERRITORIAL CADASTRAL OFFICE OF CHIȘINĂU  

According to Decision no. 100  
dated 01.06.1989, it is permitted to build  
the balcony.  
In reality, it is built as follows:  
(226° upper floor - 6.5m²  
826° terrace - 13.6m²  
828° - walls - 15.1m²)  

Kitchen  
Chief's Office  
Foyer  
Living Room  
Living Room  
Living Room  

Inventory Number  
Sector, neighborhood, lot  
PO 854 97  
10 06 2001  
Signed  
Agachi  

---  
*Note: ""Sefagerei"" is interpreted as ""Chief's Office"" based on contextual clues (likely a typo or variant spelling of ""Șefărie,"" meaning ""chief’s office"" in Romanian). Measurements like ""226°,"" ""826°,"" and ""828°"" appear to reference specific sections or zones within the property, while ""PO 854 97"" and ""10 06 2001"" denote inventory codes and dates.*",,149708.0,False,Locativă,2025-12-02T11:06:26-06:00,
qwen3-vl-8b-thinking,prompt-1,test-3,"[ChatMessageUser(id='5UXYdGsZ88864BhQAwmxk8', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","**Original Romanian Text:**  
AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU  

Pentru Primarie  

Conform Deciziei nr.100 din 01.06.1989 a fost permis construcția balconului lui.  
În realitate este construită așa: (226° supragerie - 6.5m.2 nr 86° terasă - 13.6m.2 nr 226° - subsol - 15.1m.2)  

Intreprinderea  
ORGANUL CADASTRAL TERITORIAL CHISINĂU  
Planul constructie pe  
Numarul de inventariere  
Sectorul cartierul lotul  
B0 854 97  
10 06 2004  

**English Translation:**  
STATE AGENCY FOR FUNCTIONAL RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
TERRITORIAL CADASTRAL OFFICE CHISINĂU  

For Municipality  

According to Decision No. 100 of June 1, 1989, the construction of his balcony was permitted.  
In reality, it is built as follows: (226° upper floor - 6.5m², nr 86° terrace - 13.6m², nr 226° - basement - 15.1m²)  

Enterprise  
TERRITORIAL CADASTRAL OFFICE CHISINĂU  
Construction plan for  
Inventory number  
District, neighborhood, plot  
B0 854 97  
10 06 2004  

---  
*Note: ""m.2"" in Romanian denotes ""square meters"" (m²). Terms like ""supragerie"" (upper floor), ""terasă"" (terrace), and ""subsol"" (basement) are translated as standard architectural terms. ""nr"" = ""number,"" and ""°"" denotes degrees (e.g., orientation angle).*",,53485.0,True,Chișinău,2025-12-02T11:06:26-06:00,
qwen3-vl-8b-thinking,prompt-1,test-4,"[ChatMessageUser(id='5UXYdGsZ88864BhQAwmxk8', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","**Original Romanian Text:**  
AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU  

Conform Deciziei nr 100 din 01.06.1989, este permis construirea balconului lui.  
În realitate este construită fațada a 3:  
(226° - suprafața - 6,5m. 0  
nr 86 - veranda - 13,6m. 0  
nr 260 - subsol - 15,1m. 0  

Pentru Primărie  

Interprețarea cu stat  
ORGANUL CADASTRAL TERITORIAL CHIȘINĂU  
Planul construcției pe  
Numărul de inventarierie  
Sectorul cartierul lotul  
Data  
654 97  
10 06 2009  
Știa gravura  

Room labels (handwritten on the plan):  
- Sufagerie  
- Veranda  
- Locative  
- Bucatarie  

---

**English Translation:**  
STATE AGENCY FOR WORK RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
TERRITORIAL CADASTRAL OFFICE CHISINAU  

According to Decision No. 100 dated June 1, 1989, the construction of his balcony is permitted.  
In reality, the following are built:  
(226° - surface - 6.5m. 0  
Number 86 - veranda - 13.6m. 0  
Number 260 - basement - 15.1m. 0  

For the Municipality  

State Interpretation  
TERRITORIAL CADASTRAL OFFICE CHISINAU  
Construction plan on  
Inventory number  
Sector, district, lot  
Date  
654 97  
October 6, 2009  
Engraver's signature  

Room labels (handwritten on the plan):  
- Kitchen (Sufagerie)  
- Veranda  
- Living quarters (Locative)  
- Kitchen (Bucatarie)  

---  
*Note:*  
- ""Relații funciare"" is translated as ""Work Relations"" (referring to administrative/employment relationships in Romanian cadastre context).  
- ""Sufagerie"" and ""Bucatarie"" are both colloquial terms for ""kitchen"" (with ""Sufagerie"" possibly denoting a traditional/functional kitchen).  
- ""Știa gravura"" is interpreted as ""Engraver's signature"" (a common phrase for document authentication in official records).  
- Date format ""10 06 2009"" corresponds to October 6, 2009 (common in Romanian bureaucratic notation).",,73001.0,True,Pentru Primărie,2025-12-02T11:06:26-06:00,
qwen3-vl-235b-a22b-thinking,prompt-1,test-1,"[ChatMessageUser(id='e52eBBroWMJukguV8TuDcf', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","

**Original (Romanian):**  
AGENȚIA DE STAT RELAȚII FUNCiare ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIȘINĂU  

Conform Deciziei nr.100 din 01.06.1989 an este permis construcție balconului.  
În realitate este construită fereastră nr.2:  
(nr.26c - sufragerie - 6.5 m.p;  
nr.86b - terasă - 13.6 m.p;  
nr.26c - subsol - 15.1 m.p.)  


**English Translation:**  
State Agency for Land Relations and Cadastre of the Republic of Moldova  
Chișinău Territorial Cadastral Office  

According to Decision No. 100 of 01.06.1989, the construction of the balcony is permitted. In reality, window no. 2 has been built:  
(no. 26c - living room - 6.5 sq.m;  
no. 86b - terrace - 13.6 sq.m;  
no. 26c - basement - 15.1 sq.m.)",,76069.0,True,STATE AGENCY FOR LAND RELATIONS,2025-12-02T11:10:38-06:00,
qwen3-vl-235b-a22b-thinking,prompt-1,test-2,"[ChatMessageUser(id='e52eBBroWMJukguV8TuDcf', content=[ContentText(internal=None, type='text', text='(Image)', refusal=None, citations=None), ContentText(internal=None, type='text', text='Translate this. Include both original language and English.', refusal=None, citations=None)], source=None, metadata=None, role='user', tool_call_id=None)]","### Original (Romanian)  
AGENȚIA DE STAT RELAȚII FUNCIARE ȘI CADASTRU A REPUBLICII MOLDOVA  
OFICIUL CADASTRAL TERITORIAL CHIŞINĂU  

Conform Deciziei nr.100 din 01.06.1989 se permite construcția balconului.  
În realitate este construită fereastra nr.2:  
(nr.26 - sufragerie - 6.5 m.p  
nr.26 - terasă - 13.6 m.p  
nr.26 - subsol - 15.1 m.p)  

ORGANUL CADASTRAL TERITORIAL CHIŞINĂU  
Planul construcției pe  
Numărul de inventariere  
Sectorul cartierul lotul  
Bo 854 97  
10 06 2004  
Agache  


### Translation (English)  
STATE AGENCY FOR LAND RELATIONS AND CADASTRE OF THE REPUBLIC OF MOLDOVA  
TERRITORIAL CADASTRAL OFFICE CHIȘINĂU  

According to Decision No. 100 of 01.06.1989, the construction of the balcony is permitted.  
In reality, window No. 2 was built:  
(No. 26 - living room - 6.5 sq.m  
No. 26 - terrace - 13.6 sq.m  
No. 26 - basement - 15.1 sq.m)  

TERRITORIAL CADASTRAL ORGAN CHIȘINĂU  
The construction plan for  
Inventory number  
Sector neighborhood plot  
Bo 854 97  
10 06 2004  
Agache",,87820.0,False,Locativă,2025-12-02T11:10:38-06:00,
